"","Run","Experiment","Sample.Name","SRA_study","BioProject","GEO_Accession..exp.","source_name","Strain","PAO1","PA14","PAK","ClinicalIsolate"
"1252","SRR6664668","SRX3641529","GSM2976969","SRP132024","PRJNA432618","GSM2976969","surfing colony (edge)","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"1253","SRR6664669","SRX3641530","GSM2976970","SRP132024","PRJNA432618","GSM2976970","surfing colony (edge)","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"1254","SRR6664670","SRX3641531","GSM2976971","SRP132024","PRJNA432618","GSM2976971","swimming cells","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"1255","SRR6664671","SRX3641532","GSM2976972","SRP132024","PRJNA432618","GSM2976972","swimming cells","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"1256","SRR6664672","SRX3641533","GSM2976973","SRP132024","PRJNA432618","GSM2976973","swimming cells","UCBPP-PA14",FALSE,TRUE,FALSE,FALSE
"1257","SRR1552105","SRX681635","Pseudomonas aeruginosa","SRP045514","PRJNA258237","","","PAO1",TRUE,FALSE,FALSE,FALSE
"1258","SRR1552109","SRX681836","Pseudomonas aeruginosa","SRP045514","PRJNA258237","","","PAO1",TRUE,FALSE,FALSE,FALSE
"1259","SRR1552112","SRX681837","Pseudomonas aeruginosa","SRP045514","PRJNA258237","","","PAO1",TRUE,FALSE,FALSE,FALSE
"1260","SRR1552114","SRX682369","TeNR","SRP045514","PRJNA258237","","","PAO1",TRUE,FALSE,FALSE,FALSE
"1261","SRR1552115","SRX682370","TeNR","SRP045514","PRJNA258237","","","PAO1",TRUE,FALSE,FALSE,FALSE
"1262","SRR1552116","SRX682371","TeNR","SRP045514","PRJNA258237","","","PAO1",TRUE,FALSE,FALSE,FALSE
"1263","SRR1393880","SRX597261","GSM1412547","SRP043218","PRJNA252740","GSM1412547","Uninfected Cells","",FALSE,FALSE,FALSE,FALSE
"1264","SRR1393881","SRX597262","GSM1412548","SRP043218","PRJNA252740","GSM1412548","Uninfected Cells","",FALSE,FALSE,FALSE,FALSE
"1265","SRR5012633","SRX2342940","PA558","SRP093377","PRJNA353241","","","PA558",FALSE,FALSE,FALSE,FALSE
"1266","SRR5012634","SRX2342941","PA558","SRP093377","PRJNA353241","","","PA558",FALSE,FALSE,FALSE,FALSE
"1267","SRR5012635","SRX2342942","PA558","SRP093377","PRJNA353241","","","PA558",FALSE,FALSE,FALSE,FALSE
"1268","SRR5012636","SRX2342943","PA558","SRP093377","PRJNA353241","","","PA558",FALSE,FALSE,FALSE,FALSE
"1269","SRR5012639","SRX2342946","PA580","SRP093377","PRJNA353241","","","PA580",FALSE,FALSE,FALSE,FALSE
"1270","SRR5012641","SRX2342948","Pao1","SRP093377","PRJNA353241","","","PAO1",TRUE,FALSE,FALSE,FALSE
"1271","SRR5012642","SRX2342949","PA558","SRP093377","PRJNA353241","","","PA558",FALSE,FALSE,FALSE,FALSE
"1272","SRR5012644","SRX2342951","Pao1","SRP093377","PRJNA353241","","","PAO1",TRUE,FALSE,FALSE,FALSE
"1273","SRR5012645","SRX2342952","PA558","SRP093377","PRJNA353241","","","PA558",FALSE,FALSE,FALSE,FALSE
"1274","SRR5012646","SRX2342953","PA580","SRP093377","PRJNA353241","","","PA580",FALSE,FALSE,FALSE,FALSE
"1275","SRR5012648","SRX2342955","PA580","SRP093377","PRJNA353241","","","PA580",FALSE,FALSE,FALSE,FALSE
"1276","SRR5012649","SRX2342956","Pao1","SRP093377","PRJNA353241","","","PAO1",TRUE,FALSE,FALSE,FALSE
"1277","SRR5016663","SRX2345226","P01-10","SRP063289","PRJNA294158","","","",FALSE,FALSE,FALSE,FALSE
"1278","SRR5016664","SRX2345227","P01-2","SRP063289","PRJNA294158","","","",FALSE,FALSE,FALSE,FALSE
"1279","SRR5016666","SRX2345229","P01-3","SRP063289","PRJNA294158","","","",FALSE,FALSE,FALSE,FALSE
"1280","SRR5016667","SRX2345230","P01-5","SRP063289","PRJNA294158","","","",FALSE,FALSE,FALSE,FALSE
"1281","SRR5016668","SRX2345231","P01-11","SRP063289","PRJNA294158","","","",FALSE,FALSE,FALSE,FALSE
"1282","SRR5016670","SRX2345233","P01-13","SRP063289","PRJNA294158","","","",FALSE,FALSE,FALSE,FALSE
"1283","SRR5016672","SRX2345235","P01-14","SRP063289","PRJNA294158","","","",FALSE,FALSE,FALSE,FALSE
"1284","SRR5016673","SRX2345236","P01-9","SRP063289","PRJNA294158","","","",FALSE,FALSE,FALSE,FALSE
"1285","SRR5016674","SRX2345237","P01-1","SRP063289","PRJNA294158","","","",FALSE,FALSE,FALSE,FALSE
"1286","SRR5016675","SRX2345238","P01-15","SRP063289","PRJNA294158","","","",FALSE,FALSE,FALSE,FALSE
"1287","SRR6502000","SRX3590829","GSM2939974","SRP131105","PRJNA430510","GSM2939974","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1288","SRR6502001","SRX3590830","GSM2939975","SRP131105","PRJNA430510","GSM2939975","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1289","SRR6502002","SRX3590831","GSM2939976","SRP131105","PRJNA430510","GSM2939976","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1290","SRR6502003","SRX3590832","GSM2939977","SRP131105","PRJNA430510","GSM2939977","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1291","SRR6502004","SRX3590833","GSM2939978","SRP131105","PRJNA430510","GSM2939978","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1292","SRR6502005","SRX3590833","GSM2939978","SRP131105","PRJNA430510","GSM2939978","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1293","SRR6502006","SRX3590833","GSM2939978","SRP131105","PRJNA430510","GSM2939978","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1294","SRR6502007","SRX3590833","GSM2939978","SRP131105","PRJNA430510","GSM2939978","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1295","SRR6502008","SRX3590834","GSM2939979","SRP131105","PRJNA430510","GSM2939979","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1296","SRR6502009","SRX3590834","GSM2939979","SRP131105","PRJNA430510","GSM2939979","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1297","SRR6502010","SRX3590834","GSM2939979","SRP131105","PRJNA430510","GSM2939979","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1298","SRR6502011","SRX3590834","GSM2939979","SRP131105","PRJNA430510","GSM2939979","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1299","SRR6502012","SRX3590836","GSM2939980","SRP131105","PRJNA430510","GSM2939980","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1300","SRR6502013","SRX3590836","GSM2939980","SRP131105","PRJNA430510","GSM2939980","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1301","SRR6502014","SRX3590836","GSM2939980","SRP131105","PRJNA430510","GSM2939980","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1302","SRR6502015","SRX3590836","GSM2939980","SRP131105","PRJNA430510","GSM2939980","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1303","SRR6502016","SRX3590837","GSM2939981","SRP131105","PRJNA430510","GSM2939981","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1304","SRR6502017","SRX3590837","GSM2939981","SRP131105","PRJNA430510","GSM2939981","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1305","SRR6502018","SRX3590837","GSM2939981","SRP131105","PRJNA430510","GSM2939981","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1306","SRR6502019","SRX3590837","GSM2939981","SRP131105","PRJNA430510","GSM2939981","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1307","SRR6502020","SRX3590838","GSM2939982","SRP131105","PRJNA430510","GSM2939982","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1308","SRR6502021","SRX3590838","GSM2939982","SRP131105","PRJNA430510","GSM2939982","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1309","SRR6502022","SRX3590838","GSM2939982","SRP131105","PRJNA430510","GSM2939982","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1310","SRR6502023","SRX3590838","GSM2939982","SRP131105","PRJNA430510","GSM2939982","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1311","SRR6502024","SRX3590839","GSM2939983","SRP131105","PRJNA430510","GSM2939983","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1312","SRR6502025","SRX3590839","GSM2939983","SRP131105","PRJNA430510","GSM2939983","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1313","SRR6502026","SRX3590839","GSM2939983","SRP131105","PRJNA430510","GSM2939983","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1314","SRR6502027","SRX3590839","GSM2939983","SRP131105","PRJNA430510","GSM2939983","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1315","SRR6502028","SRX3590840","GSM2939984","SRP131105","PRJNA430510","GSM2939984","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1316","SRR6502029","SRX3590840","GSM2939984","SRP131105","PRJNA430510","GSM2939984","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1317","SRR6502030","SRX3590840","GSM2939984","SRP131105","PRJNA430510","GSM2939984","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1318","SRR6502031","SRX3590840","GSM2939984","SRP131105","PRJNA430510","GSM2939984","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1319","SRR6502032","SRX3590841","GSM2939985","SRP131105","PRJNA430510","GSM2939985","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1320","SRR6502033","SRX3590842","GSM2939986","SRP131105","PRJNA430510","GSM2939986","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1321","SRR6502034","SRX3590843","GSM2939987","SRP131105","PRJNA430510","GSM2939987","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1322","SRR6502035","SRX3590843","GSM2939987","SRP131105","PRJNA430510","GSM2939987","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1323","SRR6502036","SRX3590843","GSM2939987","SRP131105","PRJNA430510","GSM2939987","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1324","SRR6502037","SRX3590843","GSM2939987","SRP131105","PRJNA430510","GSM2939987","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1325","SRR6502038","SRX3590844","GSM2939988","SRP131105","PRJNA430510","GSM2939988","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1326","SRR6502040","SRX3590845","GSM2939989","SRP131105","PRJNA430510","GSM2939989","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1327","SRR6502041","SRX3590846","GSM2939990","SRP131105","PRJNA430510","GSM2939990","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1328","SRR6502042","SRX3590847","GSM2939991","SRP131105","PRJNA430510","GSM2939991","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1329","SRR6502043","SRX3590847","GSM2939991","SRP131105","PRJNA430510","GSM2939991","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1330","SRR6502044","SRX3590847","GSM2939991","SRP131105","PRJNA430510","GSM2939991","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1331","SRR6502045","SRX3590847","GSM2939991","SRP131105","PRJNA430510","GSM2939991","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1332","SRR6502046","SRX3590848","GSM2939992","SRP131105","PRJNA430510","GSM2939992","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1333","SRR6502047","SRX3590848","GSM2939992","SRP131105","PRJNA430510","GSM2939992","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1334","SRR6502048","SRX3590848","GSM2939992","SRP131105","PRJNA430510","GSM2939992","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1335","SRR6502049","SRX3590848","GSM2939992","SRP131105","PRJNA430510","GSM2939992","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1336","SRR6502050","SRX3590849","GSM2939993","SRP131105","PRJNA430510","GSM2939993","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1337","SRR6502051","SRX3590850","GSM2939994","SRP131105","PRJNA430510","GSM2939994","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1338","SRR6502052","SRX3590851","GSM2939995","SRP131105","PRJNA430510","GSM2939995","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1339","SRR6502053","SRX3590852","GSM2939996","SRP131105","PRJNA430510","GSM2939996","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1340","SRR6502054","SRX3590853","GSM2939997","SRP131105","PRJNA430510","GSM2939997","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1341","SRR6502055","SRX3590854","GSM2939998","SRP131105","PRJNA430510","GSM2939998","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1342","SRR6502056","SRX3590855","GSM2939999","SRP131105","PRJNA430510","GSM2939999","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1343","SRR6502057","SRX3590856","GSM2940000","SRP131105","PRJNA430510","GSM2940000","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1344","SRR6502058","SRX3590857","GSM2940001","SRP131105","PRJNA430510","GSM2940001","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1345","SRR6502059","SRX3590858","GSM2940002","SRP131105","PRJNA430510","GSM2940002","Cell Lysate","",FALSE,FALSE,FALSE,FALSE
"1346","SRR5724636","SRX2940624","GSM2677307","SRP109989","PRJNA391260","GSM2677307","Whole cell","PAO1",TRUE,FALSE,FALSE,FALSE
"1347","SRR5724637","SRX2940625","GSM2677308","SRP109989","PRJNA391260","GSM2677308","Whole cell","PAO1",TRUE,FALSE,FALSE,FALSE
"1348","SRR5724638","SRX2940626","GSM2677309","SRP109989","PRJNA391260","GSM2677309","Whole cell","PAO1",TRUE,FALSE,FALSE,FALSE
"1349","SRR5724639","SRX2940627","GSM2677310","SRP109989","PRJNA391260","GSM2677310","Whole cell","PAO1",TRUE,FALSE,FALSE,FALSE
"1350","SRR5724640","SRX2940628","GSM2677311","SRP109989","PRJNA391260","GSM2677311","Whole cell","PAO1",TRUE,FALSE,FALSE,FALSE
"1351","SRR5724641","SRX2940629","GSM2677312","SRP109989","PRJNA391260","GSM2677312","Whole cell","PAO1",TRUE,FALSE,FALSE,FALSE
"1352","SRR5724642","SRX2940630","GSM2677313","SRP109989","PRJNA391260","GSM2677313","Whole cell","PASS4",FALSE,FALSE,FALSE,FALSE
"1353","SRR5724643","SRX2940631","GSM2677314","SRP109989","PRJNA391260","GSM2677314","Whole cell","PASS4",FALSE,FALSE,FALSE,FALSE
"1354","SRR5724644","SRX2940632","GSM2677315","SRP109989","PRJNA391260","GSM2677315","Whole cell","PASS4",FALSE,FALSE,FALSE,FALSE
"1355","SRR5724645","SRX2940633","GSM2677316","SRP109989","PRJNA391260","GSM2677316","Whole cell","PASS4",FALSE,FALSE,FALSE,FALSE
"1356","SRR5724646","SRX2940634","GSM2677317","SRP109989","PRJNA391260","GSM2677317","Whole cell","PASS4",FALSE,FALSE,FALSE,FALSE
"1357","SRR5724647","SRX2940635","GSM2677318","SRP109989","PRJNA391260","GSM2677318","Whole cell","PASS4",FALSE,FALSE,FALSE,FALSE
"1358","SRR5206461","SRX2520354","GSM2469411","SRP097886","PRJNA368955","GSM2469411","cultured cells","PAO1-L",TRUE,FALSE,FALSE,FALSE
"1359","SRR5206462","SRX2520355","GSM2469412","SRP097886","PRJNA368955","GSM2469412","cultured cells","PAO1-L",TRUE,FALSE,FALSE,FALSE
"1360","SRR5206463","SRX2520356","GSM2469413","SRP097886","PRJNA368955","GSM2469413","cultured cells","PAO1-L",TRUE,FALSE,FALSE,FALSE
"1361","SRR5206464","SRX2520357","GSM2469414","SRP097886","PRJNA368955","GSM2469414","cultured cells","PAO1-L",TRUE,FALSE,FALSE,FALSE
"1362","SRR5206465","SRX2520358","GSM2469415","SRP097886","PRJNA368955","GSM2469415","cultured cells","PAO1-L",TRUE,FALSE,FALSE,FALSE
"1363","SRR5206466","SRX2520359","GSM2469416","SRP097886","PRJNA368955","GSM2469416","cultured cells","PAO1-L",TRUE,FALSE,FALSE,FALSE
"1364","SRR5206467","SRX2520360","GSM2469417","SRP097886","PRJNA368955","GSM2469417","cultured cells","PAO1-L",TRUE,FALSE,FALSE,FALSE
"1365","SRR3401672","SRX1712677","GSM2126996","SRP073483","PRJNA318881","GSM2126996","primary HBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1366","SRR3401676","SRX1712677","GSM2126996","SRP073483","PRJNA318881","GSM2126996","primary HBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1367","SRR3401679","SRX1712677","GSM2126996","SRP073483","PRJNA318881","GSM2126996","primary HBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1368","SRR3401681","SRX1712677","GSM2126996","SRP073483","PRJNA318881","GSM2126996","primary HBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1369","SRR3401693","SRX1712679","GSM2126998","SRP073483","PRJNA318881","GSM2126998","primary HBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1370","SRR3401695","SRX1712679","GSM2126998","SRP073483","PRJNA318881","GSM2126998","primary HBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1371","SRR3401696","SRX1712679","GSM2126998","SRP073483","PRJNA318881","GSM2126998","primary HBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1372","SRR3401699","SRX1712679","GSM2126998","SRP073483","PRJNA318881","GSM2126998","primary HBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1373","SRR3401708","SRX1712681","GSM2127000","SRP073483","PRJNA318881","GSM2127000","CFBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1374","SRR3401709","SRX1712681","GSM2127000","SRP073483","PRJNA318881","GSM2127000","CFBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1375","SRR3401712","SRX1712681","GSM2127000","SRP073483","PRJNA318881","GSM2127000","CFBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1376","SRR3401713","SRX1712681","GSM2127000","SRP073483","PRJNA318881","GSM2127000","CFBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1377","SRR3401724","SRX1712683","GSM2127002","SRP073483","PRJNA318881","GSM2127002","CFBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1378","SRR3401727","SRX1712683","GSM2127002","SRP073483","PRJNA318881","GSM2127002","CFBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1379","SRR3401728","SRX1712683","GSM2127002","SRP073483","PRJNA318881","GSM2127002","CFBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1380","SRR3401736","SRX1712685","GSM2127004","SRP073483","PRJNA318881","GSM2127004","CFBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1381","SRR3401739","SRX1712685","GSM2127004","SRP073483","PRJNA318881","GSM2127004","CFBE + OMV","",FALSE,TRUE,FALSE,FALSE
"1382","SRR1283222","SRX540111","PyhjH-dispersed-2","SRP041868","PRJNA246577","","","PAO1/pBAD-yhjH",TRUE,FALSE,FALSE,FALSE
"1383","SRR2174567","SRX1158866","J00015_D6_R1","SRP062593","PRJNA293284","","","PA14",FALSE,TRUE,FALSE,FALSE
"1384","SRR2170936","SRX1156127","PAO1-Control","SRP062516","PRJNA293013","","","PAO1",TRUE,FALSE,FALSE,FALSE
"1385","SRR2170937","SRX1156135","PAO1-Control","SRP062516","PRJNA293013","","","PAO1",TRUE,FALSE,FALSE,FALSE
"1386","SRR2170940","SRX1156137","PAO1-Cisplatin","SRP062516","PRJNA293013","","","PAO1",TRUE,FALSE,FALSE,FALSE
"1387","SRR2170941","SRX1156138","PAO1-Bile","SRP062516","PRJNA293013","","","PAO1",TRUE,FALSE,FALSE,FALSE
"1388","SRR2170942","SRX1156140","PAO1-Bile","SRP062516","PRJNA293013","","","PAO1",TRUE,FALSE,FALSE,FALSE
"1389","SRR2163624","SRX1150173","silver nitrate","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1390","SRR2163629","SRX1150179","silver nitrate","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1391","SRR2163638","SRX1150182","aztreonam","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1392","SRR2163642","SRX1150183","aztreonam","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1393","SRR2163735","SRX1150276","bleach","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1394","SRR2163737","SRX1150279","benzalkonium chloride","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1395","SRR2163804","SRX1150281","benzalkonium chloride","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1396","SRR2163805","SRX1150355","carbenicillin","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1397","SRR2164198","SRX1150780","ciprofloxacin","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1398","SRR2164199","SRX1150803","ciprofloxacin","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1399","SRR2164203","SRX1150806","gentamicin","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1400","SRR2164231","SRX1150822","neomycin","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1401","SRR2164241","SRX1150840","neomycin","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1402","SRR2164263","SRX1150858","polymyxin B","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1403","SRR2164280","SRX1150874","polymyxin B","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1404","SRR2164326","SRX1150932","povidone-iodine","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1405","SRR2164327","SRX1150933","povidone-iodine","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1406","SRR2164328","SRX1150934","tobramycin","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1407","SRR2164329","SRX1150935","tobramycin","SRP062243","PRJNA291292","","","PA14",FALSE,TRUE,FALSE,FALSE
"1408","SRR1168628","SRX470313","GSM1327733","SRP037771","PRJNA238229","GSM1327733","PA14_AlgU_empty_vector","",FALSE,TRUE,FALSE,FALSE
"1409","SRR1168629","SRX470314","GSM1327734","SRP037771","PRJNA238229","GSM1327734","PA14_AlgU_empty_vector","",FALSE,TRUE,FALSE,FALSE
"1410","SRR1168633","SRX470318","GSM1327738","SRP037771","PRJNA238229","GSM1327738","PA14_AlgU_overexpressed","",FALSE,TRUE,FALSE,FALSE
"1411","SRR1168634","SRX470319","GSM1327739","SRP037771","PRJNA238229","GSM1327739","PA14_AlgU_wildtype","",FALSE,TRUE,FALSE,FALSE
"1412","SRR1168635","SRX470320","GSM1327740","SRP037771","PRJNA238229","GSM1327740","PA14_AlgU_wildtype","",FALSE,TRUE,FALSE,FALSE
"1413","SRR1168636","SRX470321","GSM1327741","SRP037771","PRJNA238229","GSM1327741","PA14_FecI_empty_vector","",FALSE,TRUE,FALSE,FALSE
"1414","SRR1168639","SRX470324","GSM1327744","SRP037771","PRJNA238229","GSM1327744","PA14_FecI_overexpressed","",FALSE,TRUE,FALSE,FALSE
"1415","SRR1168643","SRX470328","GSM1327748","SRP037771","PRJNA238229","GSM1327748","PA14_FecI2_overexpressed","",FALSE,TRUE,FALSE,FALSE
"1416","SRR1168644","SRX470329","GSM1327749","SRP037771","PRJNA238229","GSM1327749","PA14_FecI2_wildtype","",FALSE,TRUE,FALSE,FALSE
"1417","SRR1168646","SRX470331","GSM1327751","SRP037771","PRJNA238229","GSM1327751","PA14_FliA_empty_vector","",FALSE,TRUE,FALSE,FALSE
"1418","SRR1168648","SRX470333","GSM1327753","SRP037771","PRJNA238229","GSM1327753","PA14_FliA_knockout_mutant","",FALSE,TRUE,FALSE,FALSE
"1419","SRR1168651","SRX470336","GSM1327756","SRP037771","PRJNA238229","GSM1327756","PA14_FliA_wildtype","",FALSE,TRUE,FALSE,FALSE
"1420","SRR1168653","SRX470338","GSM1327758","SRP037771","PRJNA238229","GSM1327758","PA14_FpvI_empty_vector","",FALSE,TRUE,FALSE,FALSE
"1421","SRR1168654","SRX470339","GSM1327759","SRP037771","PRJNA238229","GSM1327759","PA14_FpvI_knockout_mutant","",FALSE,TRUE,FALSE,FALSE
"1422","SRR1168655","SRX470340","GSM1327760","SRP037771","PRJNA238229","GSM1327760","PA14_FpvI_knockout_mutant","",FALSE,TRUE,FALSE,FALSE
"1423","SRR1168657","SRX470342","GSM1327762","SRP037771","PRJNA238229","GSM1327762","PA14_FpvI_overexpressed","",FALSE,TRUE,FALSE,FALSE
"1424","SRR1168658","SRX470343","GSM1327763","SRP037771","PRJNA238229","GSM1327763","PA14_FpvI_wildtype","",FALSE,TRUE,FALSE,FALSE
"1425","SRR1168662","SRX470347","GSM1327767","SRP037771","PRJNA238229","GSM1327767","PA14_PvdS_overexpressed","",FALSE,TRUE,FALSE,FALSE
"1426","SRR1168663","SRX470348","GSM1327768","SRP037771","PRJNA238229","GSM1327768","PA14_PvdS_overexpressed","",FALSE,TRUE,FALSE,FALSE
"1427","SRR1168665","SRX470350","GSM1327770","SRP037771","PRJNA238229","GSM1327770","PA14_RpoH_empty_vector","",FALSE,TRUE,FALSE,FALSE
"1428","SRR1168666","SRX470351","GSM1327771","SRP037771","PRJNA238229","GSM1327771","PA14_RpoH_empty_vector","",FALSE,TRUE,FALSE,FALSE
"1429","SRR1168667","SRX470352","GSM1327772","SRP037771","PRJNA238229","GSM1327772","PA14_RpoH_overexpressed","",FALSE,TRUE,FALSE,FALSE
"1430","SRR1168669","SRX470354","GSM1327774","SRP037771","PRJNA238229","GSM1327774","PA14_RpoN_empty_vector","",FALSE,TRUE,FALSE,FALSE
"1431","SRR1168671","SRX470356","GSM1327776","SRP037771","PRJNA238229","GSM1327776","PA14_RpoN_knockout_mutant_nitrogen_starvation","",FALSE,TRUE,FALSE,FALSE
"1432","SRR1168673","SRX470358","GSM1327778","SRP037771","PRJNA238229","GSM1327778","PA14_RpoN_knockout_mutant","",FALSE,TRUE,FALSE,FALSE
"1433","SRR1168674","SRX470359","GSM1327779","SRP037771","PRJNA238229","GSM1327779","PA14_RpoN_knockout_mutant","",FALSE,TRUE,FALSE,FALSE
"1434","SRR1168675","SRX470360","GSM1327780","SRP037771","PRJNA238229","GSM1327780","PA14_RpoN_overexpressed","",FALSE,TRUE,FALSE,FALSE
"1435","SRR1168676","SRX470361","GSM1327781","SRP037771","PRJNA238229","GSM1327781","PA14_RpoN_overexpressed","",FALSE,TRUE,FALSE,FALSE
"1436","SRR1168678","SRX470363","GSM1327783","SRP037771","PRJNA238229","GSM1327783","PA14_RpoN_wildtype_nitrogen_starvation","",FALSE,TRUE,FALSE,FALSE
"1437","SRR1168679","SRX470364","GSM1327784","SRP037771","PRJNA238229","GSM1327784","PA14_RpoN_wildtype","",FALSE,TRUE,FALSE,FALSE
"1438","SRR1168680","SRX470365","GSM1327785","SRP037771","PRJNA238229","GSM1327785","PA14_RpoS_empty_vector","",FALSE,TRUE,FALSE,FALSE
"1439","SRR1168681","SRX470366","GSM1327786","SRP037771","PRJNA238229","GSM1327786","PA14_RpoS_knockout_mutant","",FALSE,TRUE,FALSE,FALSE
