"","X1","X2"
"AAG04857","AAG04857","PA1468"
"AAG04858","AAG04858","PA1469"
"AAG04859","AAG04859","PA1470"
"AAG04860","AAG04860","PA1471"
"AAG04861","AAG04861","PA1472"
"AAG04862","AAG04862","PA1473"
"AAG04863","AAG04863","PA1474"
"AAG04864","AAG04864","PA1475"
"AAG04865","AAG04865","PA1476"
"AAG04866","AAG04866","PA1477"
"AAG04867","AAG04867","PA1478"
"AAG04868","AAG04868","PA1479"
"AAG04869","AAG04869","PA1480"
"AAG04870","AAG04870","PA1481"
"AAG04871","AAG04871","PA1482"
"AAG04872","AAG04872","PA1483"
"AAG04873","AAG04873","PA1484"
"AAG04874","AAG04874","PA1485"
"AAG04875","AAG04875","PA1486"
"AAG04876","AAG04876","PA1487"
"AAG04877","AAG04877","PA1488"
"AAG04878","AAG04878","PA1489"
"AAG04879","AAG04879","PA1490"
"AAG04880","AAG04880","PA1491"
"AAG04881","AAG04881","PA1492"
"AAG04882","AAG04882","PA1493"
"AAG04883","AAG04883","PA1494"
"AAG04884","AAG04884","PA1495"
"AAG04885","AAG04885","PA1496"
"AAG04886","AAG04886","PA1497"
"AAG04887","AAG04887","PA1498"
"AAG04888","AAG04888","PA1499"
"AAG04889","AAG04889","PA1500"
"AAG04890","AAG04890","PA1501"
"AAG04891","AAG04891","PA1502"
"AAG04892","AAG04892","PA1503"
"AAG04893","AAG04893","PA1504"
"AAG04894","AAG04894","PA1505"
"AAG04895","AAG04895","PA1506"
"AAG04896","AAG04896","PA1507"
"AAG04897","AAG04897","PA1508"
"AAG04898","AAG04898","PA1509"
"AAG04899","AAG04899","PA1510"
"AAG04900","AAG04900","PA1511"
"AAG04901","AAG04901","PA1512"
"AAG04902","AAG04902","PA1513"
"AAG04903","AAG04903","PA1514"
"AAG04904","AAG04904","PA1515"
"AAG04905","AAG04905","PA1516"
"AAG04906","AAG04906","PA1517"
"AAG04907","AAG04907","PA1518"
"AAG04908","AAG04908","PA1519"
"AAG04909","AAG04909","PA1520"
"AAG04910","AAG04910","PA1521"
"AAG04911","AAG04911","PA1522"
"AAG04912","AAG04912","PA1523"
"AAG04913","AAG04913","PA1524"
"AAG04914","AAG04914","PA1525"
"AAG04915","AAG04915","PA1526"
"AAG04916","AAG04916","PA1527"
"AAG04917","AAG04917","PA1528"
"AAG04918","AAG04918","PA1529"
"AAG04919","AAG04919","PA1530"
"AAG04920","AAG04920","PA1531"
"AAG04921","AAG04921","PA1532"
"AAG04922","AAG04922","PA1533"
"AAG04923","AAG04923","PA1534"
"AAG04924","AAG04924","PA1535"
"AAG04925","AAG04925","PA1536"
"AAG04926","AAG04926","PA1537"
"AAG04927","AAG04927","PA1538"
"AAG04928","AAG04928","PA1539"
"AAG04929","AAG04929","PA1540"
"AAG04930","AAG04930","PA1541"
"AAG04931","AAG04931","PA1542"
"AAG04932","AAG04932","PA1543"
"AAG04933","AAG04933","PA1544"
"AAG04934","AAG04934","PA1545"
"AAG04935","AAG04935","PA1546"
"AAG04936","AAG04936","PA1547"
"AAG04937","AAG04937","PA1548"
"AAG04938","AAG04938","PA1549"
"AAG04939","AAG04939","PA1550"
"AAG04940","AAG04940","PA1551"
"AAG04941","AAG04941","PA1552"
"ADN93059","ADN93059","PA1552.1"
"AAG04942","AAG04942","PA1553"
"AAG04943","AAG04943","PA1554"
"AAG04944","AAG04944","PA1555"
"ADN93060","ADN93060","PA1555.1"
"AAG04945","AAG04945","PA1556"
"AAG04946","AAG04946","PA1557"
"AAG04947","AAG04947","PA1558"
"AAG04948","AAG04948","PA1559"
"AAG04949","AAG04949","PA1560"
"AAG04950","AAG04950","PA1561"
"AAG04951","AAG04951","PA1562"
"AAG04952","AAG04952","PA1563"
"AAG04953","AAG04953","PA1564"
"AAG04954","AAG04954","PA1565"
"AAG04955","AAG04955","PA1566"
"AAG04956","AAG04956","PA1567"
"AAG04957","AAG04957","PA1568"
"AAG04958","AAG04958","PA1569"
"AAG04959","AAG04959","PA1570"
"AAG04960","AAG04960","PA1571"
"AAG04961","AAG04961","PA1572"
"AAG04962","AAG04962","PA1573"
"AAG04963","AAG04963","PA1574"
"AAG04964","AAG04964","PA1575"
"AAG04965","AAG04965","PA1576"
"AAG04966","AAG04966","PA1577"
"AAG04967","AAG04967","PA1578"
"AAG04968","AAG04968","PA1579"
"AAG04969","AAG04969","PA1580"
"AAG04970","AAG04970","PA1581"
"AAG04971","AAG04971","PA1582"
"AAG04972","AAG04972","PA1583"
"AAG04973","AAG04973","PA1584"
"AAG04974","AAG04974","PA1585"
"AAG04975","AAG04975","PA1586"
"AAG04976","AAG04976","PA1587"
"AAG04977","AAG04977","PA1588"
"AAG04978","AAG04978","PA1589"
"AAG04979","AAG04979","PA1590"
"AAG04980","AAG04980","PA1591"
"AAG04981","AAG04981","PA1592"
"AAG04982","AAG04982","PA1593"
"AAG04983","AAG04983","PA1594"
"AAG04984","AAG04984","PA1595"
"AAG04985","AAG04985","PA1596"
"AAG04986","AAG04986","PA1597"
"AAG04987","AAG04987","PA1598"
"AAG04988","AAG04988","PA1599"
"AAG04989","AAG04989","PA1600"
"AAG04990","AAG04990","PA1601"
"AAG04991","AAG04991","PA1602"
"AAG04992","AAG04992","PA1603"
"AAG04993","AAG04993","PA1604"
"AAG04994","AAG04994","PA1605"
"AAG04995","AAG04995","PA1606"
"AAG04996","AAG04996","PA1607"
"AAG04997","AAG04997","PA1608"
"AAG04998","AAG04998","PA1609"
"AAG04999","AAG04999","PA1610"
"AAG05000","AAG05000","PA1611"
"AAG05001","AAG05001","PA1612"
"AAG05002","AAG05002","PA1613"
"AAG05003","AAG05003","PA1614"
"AAG05004","AAG05004","PA1615"
"AAG05005","AAG05005","PA1616"
"AAG05006","AAG05006","PA1617"
"AAG05007","AAG05007","PA1618"
"AAG05008","AAG05008","PA1619"
"AAG05009","AAG05009","PA1620"
"AAG05010","AAG05010","PA1621"
"AAG05011","AAG05011","PA1622"
"AAG05012","AAG05012","PA1623"
"AAG05013","AAG05013","PA1624"
"AAG05014","AAG05014","PA1625"
"AAG05015","AAG05015","PA1626"
"AAG05016","AAG05016","PA1627"
"AAG05017","AAG05017","PA1628"
"AAG05018","AAG05018","PA1629"
"AAG05019","AAG05019","PA1630"
"AAG05020","AAG05020","PA1631"
"AAG05021","AAG05021","PA1632"
"AAG05022","AAG05022","PA1633"
"AAG05023","AAG05023","PA1634"
"AAG05024","AAG05024","PA1635"
"AAG05025","AAG05025","PA1636"
"AAG05026","AAG05026","PA1637"
"AAG05027","AAG05027","PA1638"
"AAG05028","AAG05028","PA1639"
"AAG05029","AAG05029","PA1640"
"AAG05030","AAG05030","PA1641"
"AAG05031","AAG05031","PA1642"
"AAG05032","AAG05032","PA1643"
"AAG05033","AAG05033","PA1644"
"AAG05034","AAG05034","PA1645"
"AAG05035","AAG05035","PA1646"
"AAG05036","AAG05036","PA1647"
"AAG05037","AAG05037","PA1648"
"AAG05038","AAG05038","PA1649"
"AAG05039","AAG05039","PA1650"
"AAG05040","AAG05040","PA1651"
"AAG05041","AAG05041","PA1652"
"AAG05042","AAG05042","PA1653"
"AAG05043","AAG05043","PA1654"
"AAG05044","AAG05044","PA1655"
"AAG05045","AAG05045","PA1656"
"AAG05046","AAG05046","PA1657"
"AAG05047","AAG05047","PA1658"
"AAG05048","AAG05048","PA1659"
"AAG05049","AAG05049","PA1660"
"AAG05050","AAG05050","PA1661"
"AAG05051","AAG05051","PA1662"
"AAG05052","AAG05052","PA1663"
"AAG05053","AAG05053","PA1664"
"AAG05054","AAG05054","PA1665"
"AAG05055","AAG05055","PA1666"
"AAG05056","AAG05056","PA1667"
"AAG05057","AAG05057","PA1668"
"AAG05058","AAG05058","PA1669"
"AAG05059","AAG05059","PA1670"
"AAG05060","AAG05060","PA1671"
"AAG05061","AAG05061","PA1672"
"AAG05062","AAG05062","PA1673"
"AAG05063","AAG05063","PA1674"
"AAG05064","AAG05064","PA1675"
"AAG05065","AAG05065","PA1676"
"AAG05066","AAG05066","PA1677"
"AAG05067","AAG05067","PA1678"
"AAG05068","AAG05068","PA1679"
"AAG05069","AAG05069","PA1680"
"AAG05070","AAG05070","PA1681"
"AAG05071","AAG05071","PA1682"
"AAG05072","AAG05072","PA1683"
"AAG05073","AAG05073","PA1684"
"AAG05074","AAG05074","PA1685"
"AAG05075","AAG05075","PA1686"
"AAG05076","AAG05076","PA1687"
"AAG05077","AAG05077","PA1688"
"AAG05078","AAG05078","PA1689"
"AAG05079","AAG05079","PA1690"
"AAG05080","AAG05080","PA1691"
"AAG05081","AAG05081","PA1692"
"AAG05082","AAG05082","PA1693"
"AAG05083","AAG05083","PA1694"
"AAG05084","AAG05084","PA1695"
"AAG05085","AAG05085","PA1696"
"AAG05086","AAG05086","PA1697"
"AAG05087","AAG05087","PA1698"
"AAG05088","AAG05088","PA1699"
"AAG05089","AAG05089","PA1700"
"AAG05090","AAG05090","PA1701"
"AAG05091","AAG05091","PA1702"
"AAG05092","AAG05092","PA1703"
"AAG05093","AAG05093","PA1704"
"AAG05094","AAG05094","PA1705"
"AAG05095","AAG05095","PA1706"
"AAG05096","AAG05096","PA1707"
"AAG05097","AAG05097","PA1708"
"AAG05098","AAG05098","PA1709"
"AAG05099","AAG05099","PA1710"
"AAG05100","AAG05100","PA1711"
"AAG05101","AAG05101","PA1712"
"AAG05102","AAG05102","PA1713"
"AAG05103","AAG05103","PA1714"
"AAG05104","AAG05104","PA1715"
"AAG05105","AAG05105","PA1716"
"AAG05106","AAG05106","PA1717"
"AAG05107","AAG05107","PA1718"
"AAG05108","AAG05108","PA1719"
"AAG05109","AAG05109","PA1720"
"AAG05110","AAG05110","PA1721"
"AAG05111","AAG05111","PA1722"
"AAG05112","AAG05112","PA1723"
"AAG05113","AAG05113","PA1724"
"AAG05114","AAG05114","PA1725"
"AAG05115","AAG05115","PA1726"
"AAG05116","AAG05116","PA1727"
"AAG05117","AAG05117","PA1728"
"AAG05118","AAG05118","PA1729"
"AAG05119","AAG05119","PA1730"
"AAG05120","AAG05120","PA1731"
"AAG05121","AAG05121","PA1732"
"AAG05122","AAG05122","PA1733"
"AAG05123","AAG05123","PA1734"
"AAG05124","AAG05124","PA1735"
"AAG05125","AAG05125","PA1736"
"AAG05126","AAG05126","PA1737"
"AAG05127","AAG05127","PA1738"
"AAG05128","AAG05128","PA1739"
"AAG05129","AAG05129","PA1740"
"AAG05130","AAG05130","PA1741"
"AAG05131","AAG05131","PA1742"
"AAG05132","AAG05132","PA1743"
"AAG05133","AAG05133","PA1744"
"AAG05134","AAG05134","PA1745"
"AAG05135","AAG05135","PA1746"
"AAG05136","AAG05136","PA1747"
"AAG05137","AAG05137","PA1748"
"AAG05138","AAG05138","PA1749"
"AAG05139","AAG05139","PA1750"
"AAG05140","AAG05140","PA1751"
"AAG05141","AAG05141","PA1752"
"AAG05142","AAG05142","PA1753"
"AAG05143","AAG05143","PA1754"
"AAG05144","AAG05144","PA1755"
"AAG05145","AAG05145","PA1756"
"AAG05146","AAG05146","PA1757"
"AAG05147","AAG05147","PA1758"
"AAG05148","AAG05148","PA1759"
"AAG05149","AAG05149","PA1760"
"AAG05150","AAG05150","PA1761"
"AAG05151","AAG05151","PA1762"
"AAG05152","AAG05152","PA1763"
"AAG05153","AAG05153","PA1764"
"AAG05154","AAG05154","PA1765"
"AAG05155","AAG05155","PA1766"
"AAG05156","AAG05156","PA1767"
"AAG05157","AAG05157","PA1768"
"AAG05158","AAG05158","PA1769"
"AAG05159","AAG05159","PA1770"
"AAG05160","AAG05160","PA1771"
"AAG05161","AAG05161","PA1772"
"AAG05162","AAG05162","PA1773"
"AAG05163","AAG05163","PA1774"
"AAG05164","AAG05164","PA1775"
"AAG05165","AAG05165","PA1776"
"AAG05166","AAG05166","PA1777"
"AAG05167","AAG05167","PA1778"
"AAG05168","AAG05168","PA1779"
"AAG05169","AAG05169","PA1780"
"AAG05170","AAG05170","PA1781"
"AAG05171","AAG05171","PA1782"
"AAG05172","AAG05172","PA1783"
"AAG05173","AAG05173","PA1784"
"AAG05174","AAG05174","PA1785"
"AAG05175","AAG05175","PA1786"
"AAG05176","AAG05176","PA1787"
"AAG05177","AAG05177","PA1788"
"AAG05178","AAG05178","PA1789"
"AAG05179","AAG05179","PA1790"
"AAG05180","AAG05180","PA1791"
"AAG05181","AAG05181","PA1792"
"AAG05182","AAG05182","PA1793"
"AAG05183","AAG05183","PA1794"
"AAG05184","AAG05184","PA1795"
"AAG05185","AAG05185","PA1796"
"AAG05186","AAG05186","PA1797"
"AAG05187","AAG05187","PA1798"
"AAG05188","AAG05188","PA1799"
"AAG05189","AAG05189","PA1800"
"AAG05190","AAG05190","PA1801"
"AAG05191","AAG05191","PA1802"
"AAG05192","AAG05192","PA1803"
"AAG05193","AAG05193","PA1804"
"AAG05194","AAG05194","PA1805"
"AAG05195","AAG05195","PA1806"
"AAG05196","AAG05196","PA1807"
"AAG05197","AAG05197","PA1808"
"AAG05198","AAG05198","PA1809"
"AAG05199","AAG05199","PA1810"
"AAG05200","AAG05200","PA1811"
"AAG05201","AAG05201","PA1812"
"AAG05202","AAG05202","PA1813"
"AAG05203","AAG05203","PA1814"
"AAG05204","AAG05204","PA1815"
"AAG05205","AAG05205","PA1816"
"AAG05206","AAG05206","PA1817"
"AAG05207","AAG05207","PA1818"
"AAG05208","AAG05208","PA1819"
"AAG05209","AAG05209","PA1820"
"AAG05210","AAG05210","PA1821"
"AAG05211","AAG05211","PA1822"
"AAG05212","AAG05212","PA1823"
"AAG05213","AAG05213","PA1824"
"AAG05214","AAG05214","PA1825"
"AAG05215","AAG05215","PA1826"
"AAG05216","AAG05216","PA1827"
"AAG05217","AAG05217","PA1828"
"AAG05218","AAG05218","PA1829"
"AAG05219","AAG05219","PA1830"
"AAG05220","AAG05220","PA1831"
"AAG05221","AAG05221","PA1832"
"AAG05222","AAG05222","PA1833"
"AAG05223","AAG05223","PA1834"
"AAG05224","AAG05224","PA1835"
"AAG05225","AAG05225","PA1836"
"AAG05226","AAG05226","PA1837"
"AAG05227","AAG05227","PA1838"
"AAG05228","AAG05228","PA1839"
"AAG05229","AAG05229","PA1840"
"AAG05230","AAG05230","PA1841"
"AAG05231","AAG05231","PA1842"
"AAG05232","AAG05232","PA1843"
"AAG05233","AAG05233","PA1844"
"AAG05234","AAG05234","PA1845"
"AAG05235","AAG05235","PA1846"
"AAG05236","AAG05236","PA1847"
"AAG05237","AAG05237","PA1848"
"AAG05238","AAG05238","PA1849"
"AAG05239","AAG05239","PA1850"
"AAG05240","AAG05240","PA1851"
"AAG05241","AAG05241","PA1852"
"AAG05242","AAG05242","PA1853"
"AAG05243","AAG05243","PA1854"
"AAG05244","AAG05244","PA1855"
"AAG05245","AAG05245","PA1856"
"AAG05246","AAG05246","PA1857"
"AAG05247","AAG05247","PA1858"
"AAG05248","AAG05248","PA1859"
"AAG05249","AAG05249","PA1860"
"AAG05250","AAG05250","PA1861"
"AAG05251","AAG05251","PA1862"
"AAG05252","AAG05252","PA1863"
"AAG05253","AAG05253","PA1864"
"AAG05254","AAG05254","PA1865"
"AAG05255","AAG05255","PA1866"
"AAG05256","AAG05256","PA1867"
"AAG05257","AAG05257","PA1868"
"AAG05258","AAG05258","PA1869"
"AAG05259","AAG05259","PA1870"
"AAG05260","AAG05260","PA1871"
"AAG05261","AAG05261","PA1872"
"AAG05262","AAG05262","PA1873"
"AAG05263","AAG05263","PA1874"
"AAG05264","AAG05264","PA1875"
"AAG05265","AAG05265","PA1876"
"AAG05266","AAG05266","PA1877"
"AAG05267","AAG05267","PA1878"
"AAG05268","AAG05268","PA1879"
"AAG05269","AAG05269","PA1880"
"AAG05270","AAG05270","PA1881"
"AAG05271","AAG05271","PA1882"
"AAG05272","AAG05272","PA1883"
"AAG05273","AAG05273","PA1884"
"AAG05274","AAG05274","PA1885"
"AAG05275","AAG05275","PA1886"
"AAG05276","AAG05276","PA1887"
"AAG05277","AAG05277","PA1888"
"AAG05278","AAG05278","PA1889"
"AAG05279","AAG05279","PA1890"
"AAG05280","AAG05280","PA1891"
"AAG05281","AAG05281","PA1892"
"AAG05282","AAG05282","PA1893"
"AAG05283","AAG05283","PA1894"
"AAG05284","AAG05284","PA1895"
"AAG05285","AAG05285","PA1896"
"AAG05286","AAG05286","PA1897"
"AAG05287","AAG05287","PA1898"
"AAG05288","AAG05288","PA1899"
"AAG05289","AAG05289","PA1900"
"AAG05290","AAG05290","PA1901"
"AAG05291","AAG05291","PA1902"
"AAG05292","AAG05292","PA1903"
"AAG05293","AAG05293","PA1904"
"AAO42617","AAO42617","PA1905"
"AAG05294","AAG05294","PA1906"
"AAG05295","AAG05295","PA1907"
"AAG05296","AAG05296","PA1908"
"AAG05297","AAG05297","PA1909"
"AAG05298","AAG05298","PA1910"
"AAG05299","AAG05299","PA1911"
"AAG05300","AAG05300","PA1912"
"AAG05301","AAG05301","PA1913"
"AAG05302","AAG05302","PA1914"
"AAG05303","AAG05303","PA1915"
"AAG05304","AAG05304","PA1916"
"AAG05305","AAG05305","PA1917"
"AAG05306","AAG05306","PA1918"
"AAG05307","AAG05307","PA1919"
"AAG05308","AAG05308","PA1920"
"AAG05309","AAG05309","PA1921"
"AAG05310","AAG05310","PA1922"
"AAG05311","AAG05311","PA1923"
"AAG05312","AAG05312","PA1924"
"AAG05313","AAG05313","PA1925"
"AAG05314","AAG05314","PA1926"
"AAG05315","AAG05315","PA1927"
"AAG05316","AAG05316","PA1928"
"AAG05317","AAG05317","PA1929"
"AAG05318","AAG05318","PA1930"
"AAG05319","AAG05319","PA1931"
"AAG05320","AAG05320","PA1932"
"AAG05321","AAG05321","PA1933"
"AAG05322","AAG05322","PA1934"
"AAG05323","AAG05323","PA1935"
"AAG05324","AAG05324","PA1936"
"AAG05325","AAG05325","PA1937"
"AAG05326","AAG05326","PA1938"
"AAG05327","AAG05327","PA1939"
"AAG05328","AAG05328","PA1940"
"AAG05329","AAG05329","PA1941"
"AAG05330","AAG05330","PA1942"
"AAG05331","AAG05331","PA1943"
"AAG05332","AAG05332","PA1944"
"AAG05333","AAG05333","PA1945"
"AAG05334","AAG05334","PA1946"
"AAG05335","AAG05335","PA1947"
"AAG05336","AAG05336","PA1948"
"AAG05337","AAG05337","PA1949"
"AAG05338","AAG05338","PA1950"
"AAG05339","AAG05339","PA1951"
"AAG05340","AAG05340","PA1952"
"AAG05341","AAG05341","PA1953"
"AAG05342","AAG05342","PA1954"
"AAG05343","AAG05343","PA1955"
"AAG05344","AAG05344","PA1956"
"AAG05345","AAG05345","PA1957"
"AAG05346","AAG05346","PA1958"
"AAG05347","AAG05347","PA1959"
"AAG05348","AAG05348","PA1960"
"AAG05349","AAG05349","PA1961"
"AAG05350","AAG05350","PA1962"
"AAG05351","AAG05351","PA1963"
"AAG05352","AAG05352","PA1964"
"AAG05353","AAG05353","PA1965"
"AAG05354","AAG05354","PA1966"
"AAG05355","AAG05355","PA1967"
"AAG05356","AAG05356","PA1968"
"AAG05357","AAG05357","PA1969"
"AAG05358","AAG05358","PA1970"
"AAG05359","AAG05359","PA1971"
"AAG05360","AAG05360","PA1972"
"AAG05361","AAG05361","PA1973"
"AAG05362","AAG05362","PA1974"
"AAG05363","AAG05363","PA1975"
"AAG05364","AAG05364","PA1976"
"AAG05365","AAG05365","PA1977"
"AAG05366","AAG05366","PA1978"
"AAG05367","AAG05367","PA1979"
"AAG05368","AAG05368","PA1980"
"AAG05369","AAG05369","PA1981"
"AAG05370","AAG05370","PA1982"
"AAG05371","AAG05371","PA1983"
"AAG05372","AAG05372","PA1984"
"AAG05373","AAG05373","PA1985"
"AAG05374","AAG05374","PA1986"
"AAG05375","AAG05375","PA1987"
"AAG05376","AAG05376","PA1988"
"AAG05377","AAG05377","PA1989"
"AAG05378","AAG05378","PA1990"
"AAG05379","AAG05379","PA1991"
"AAG05380","AAG05380","PA1992"
"AAG05381","AAG05381","PA1993"
"AAG05382","AAG05382","PA1994"
"AAG05383","AAG05383","PA1995"
"AAG05384","AAG05384","PA1996"
"AAG05385","AAG05385","PA1997"
"AAG05386","AAG05386","PA1998"
"AAG05387","AAG05387","PA1999"
"AAG05388","AAG05388","PA2000"
"AAG05389","AAG05389","PA2001"
"AAG05390","AAG05390","PA2002"
"AAG05391","AAG05391","PA2003"
"AAG05392","AAG05392","PA2004"
"AAG05393","AAG05393","PA2005"
"AAG05394","AAG05394","PA2006"
"AAG05395","AAG05395","PA2007"
"AAG05396","AAG05396","PA2008"
"AAG05397","AAG05397","PA2009"
"AAG05398","AAG05398","PA2010"
"AAG05399","AAG05399","PA2011"
"AAG05400","AAG05400","PA2012"
"AAG05401","AAG05401","PA2013"
"AAG05402","AAG05402","PA2014"
"AAG05403","AAG05403","PA2015"
"AAG05404","AAG05404","PA2016"
"AAG05405","AAG05405","PA2017"
"AAG05406","AAG05406","PA2018"
"AAG05407","AAG05407","PA2019"
"AAG05408","AAG05408","PA2020"
"AAG05409","AAG05409","PA2021"
"AAG05410","AAG05410","PA2022"
"AAG05411","AAG05411","PA2023"
"AAG05412","AAG05412","PA2024"
"AAG05413","AAG05413","PA2025"
"AAG05414","AAG05414","PA2026"
"AAG05415","AAG05415","PA2027"
"AAG05416","AAG05416","PA2028"
"AAG05417","AAG05417","PA2029"
"AAG05418","AAG05418","PA2030"
"AAG05419","AAG05419","PA2031"
"AAG05420","AAG05420","PA2032"
"AAG05421","AAG05421","PA2033"
"AAG05422","AAG05422","PA2034"
"AAG05423","AAG05423","PA2035"
"AAG05424","AAG05424","PA2036"
"AAG05425","AAG05425","PA2037"
"AAG05426","AAG05426","PA2038"
"AAG05427","AAG05427","PA2039"
"AAG05428","AAG05428","PA2040"
"AAG05429","AAG05429","PA2041"
"AAG05430","AAG05430","PA2042"
"AAG05431","AAG05431","PA2043"
"AAG05432","AAG05432","PA2044"
"AAG05433","AAG05433","PA2045"
"AAG05434","AAG05434","PA2046"
"AAG05435","AAG05435","PA2047"
"AAG05436","AAG05436","PA2048"
"AAG05437","AAG05437","PA2049"
"AAG05438","AAG05438","PA2050"
"AAG05439","AAG05439","PA2051"
"AAG05440","AAG05440","PA2052"
"AAG05441","AAG05441","PA2053"
"AAG05442","AAG05442","PA2054"
"AAG05443","AAG05443","PA2055"
"AAG05444","AAG05444","PA2056"
"AAG05445","AAG05445","PA2057"
"AAG05446","AAG05446","PA2058"
"AAG05447","AAG05447","PA2059"
"AAG05448","AAG05448","PA2060"
"AAG05449","AAG05449","PA2061"
"AAG05450","AAG05450","PA2062"
"AAG05451","AAG05451","PA2063"
"AAG05452","AAG05452","PA2064"
"AAG05453","AAG05453","PA2065"
"AAG05454","AAG05454","PA2066"
"AAG05455","AAG05455","PA2067"
"AAG05456","AAG05456","PA2068"
"AAG05457","AAG05457","PA2069"
"AAG05458","AAG05458","PA2070"
"AAG05459","AAG05459","PA2071"
"AAG05460","AAG05460","PA2072"
"AAG05461","AAG05461","PA2073"
"AAG05462","AAG05462","PA2074"
"AAG05463","AAG05463","PA2075"
"AAG05464","AAG05464","PA2076"
"AAG05465","AAG05465","PA2077"
"AAG05466","AAG05466","PA2078"
"AAG05467","AAG05467","PA2079"
"AAG05468","AAG05468","PA2080"
"AAG05469","AAG05469","PA2081"
"AAG05470","AAG05470","PA2082"
"AAG05471","AAG05471","PA2083"
"AAG05472","AAG05472","PA2084"
"AAG05473","AAG05473","PA2085"
"AAG05474","AAG05474","PA2086"
"AAG05475","AAG05475","PA2087"
"AAG05476","AAG05476","PA2088"
"AAG05477","AAG05477","PA2089"
"AAG05478","AAG05478","PA2090"
"AAG05479","AAG05479","PA2091"
"AAG05480","AAG05480","PA2092"
"AAG05481","AAG05481","PA2093"
"AAG05482","AAG05482","PA2094"
"AAG05483","AAG05483","PA2095"
"AAG05484","AAG05484","PA2096"
"AAG05485","AAG05485","PA2097"
"AAG05486","AAG05486","PA2098"
"AAG05487","AAG05487","PA2099"
"AAG05488","AAG05488","PA2100"
"AAG05489","AAG05489","PA2101"
"AAG05490","AAG05490","PA2102"
"AAG05491","AAG05491","PA2103"
"AAG05492","AAG05492","PA2104"
"AAG05493","AAG05493","PA2105"
"AAG05494","AAG05494","PA2106"
"AAG05495","AAG05495","PA2107"
"AAG05496","AAG05496","PA2108"
"AAG05497","AAG05497","PA2109"
"AAG05498","AAG05498","PA2110"
"AAG05499","AAG05499","PA2111"
"AAG05500","AAG05500","PA2112"
"AAG05501","AAG05501","PA2113"
"AAG05502","AAG05502","PA2114"
"AAG05503","AAG05503","PA2115"
"AAG05504","AAG05504","PA2116"
"AAG05505","AAG05505","PA2117"
"AAG05506","AAG05506","PA2118"
"AAG05507","AAG05507","PA2119"
"AAG05508","AAG05508","PA2120"
"AAG05509","AAG05509","PA2121"
"AAG05510","AAG05510","PA2122"
"AAG05511","AAG05511","PA2123"
"AAG05512","AAG05512","PA2124"
"AAG05513","AAG05513","PA2125"
"AAG05514","AAG05514","PA2126"
"AAG05515","AAG05515","PA2127"
"AAG05516","AAG05516","PA2128"
"AAG05517","AAG05517","PA2129"
"AAG05518","AAG05518","PA2130"
"AAG05519","AAG05519","PA2131"
"AAG05520","AAG05520","PA2132"
"AAG05521","AAG05521","PA2133"
"AAG05522","AAG05522","PA2134"
"AAG05523","AAG05523","PA2135"
"AAG05524","AAG05524","PA2136"
"AAG05525","AAG05525","PA2137"
"AAG05526","AAG05526","PA2138"
"AAG05527","AAG05527","PA2139"
"AAG05528","AAG05528","PA2140"
"AAG05529","AAG05529","PA2141"
"AAG05530","AAG05530","PA2142"
"AAG05531","AAG05531","PA2143"
"AAG05532","AAG05532","PA2144"
"AAG05533","AAG05533","PA2145"
"AAG05534","AAG05534","PA2146"
"AAG05535","AAG05535","PA2147"
"AAG05536","AAG05536","PA2148"
"AAG05537","AAG05537","PA2149"
"AAG05538","AAG05538","PA2150"
"AAG05539","AAG05539","PA2151"
"AAG05540","AAG05540","PA2152"
"AAG05541","AAG05541","PA2153"
"AAG05542","AAG05542","PA2154"
"AAG05543","AAG05543","PA2155"
"AAG05544","AAG05544","PA2156"
"AAG05545","AAG05545","PA2157"
"AAG05546","AAG05546","PA2158"
"AAG05547","AAG05547","PA2159"
"AAG05548","AAG05548","PA2160"
"AAG05549","AAG05549","PA2161"
"AAG05550","AAG05550","PA2162"
"AAG05551","AAG05551","PA2163"
"AAG05552","AAG05552","PA2164"
"AAG05553","AAG05553","PA2165"
"AAG05554","AAG05554","PA2166"
"AAG05555","AAG05555","PA2167"
"AAG05556","AAG05556","PA2168"
"AAG05557","AAG05557","PA2169"
"AAG05558","AAG05558","PA2170"
"AAG05559","AAG05559","PA2171"
"AAG05560","AAG05560","PA2172"
"AAG05561","AAG05561","PA2173"
"AAG05562","AAG05562","PA2174"
"AAG05563","AAG05563","PA2175"
"AAG05564","AAG05564","PA2176"
"AAG05565","AAG05565","PA2177"
"AAG05566","AAG05566","PA2178"
"AAG05567","AAG05567","PA2179"
"AAG05568","AAG05568","PA2180"
"AAG05569","AAG05569","PA2181"
"AAG05570","AAG05570","PA2182"
"AAG05571","AAG05571","PA2183"
"AAG05572","AAG05572","PA2184"
"AAG05573","AAG05573","PA2185"
"AAG05574","AAG05574","PA2186"
"AAG05575","AAG05575","PA2187"
"AAG05576","AAG05576","PA2188"
"AAG05577","AAG05577","PA2189"
"AAG05578","AAG05578","PA2190"
"AAG05579","AAG05579","PA2191"
"AAG05580","AAG05580","PA2192"
"AAG05581","AAG05581","PA2193"
"AAG05582","AAG05582","PA2194"
"AAG05583","AAG05583","PA2195"
"AAG05584","AAG05584","PA2196"
"AAG05585","AAG05585","PA2197"
"AAG05586","AAG05586","PA2198"
"AAG05587","AAG05587","PA2199"
"AAG05588","AAG05588","PA2200"
"AAG05589","AAG05589","PA2201"
